Requiere actualizar,Fecha de actualización,Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Exclamación (PICTOGRAMA ),Corrosión (PICTOGRAMA ),Peligro para la salud (PICTOGRAMA ),Calavera (PICTOGRAMA ),Llama (PICTOGRAMA ),Ambiente (PICTOGRAMA ),Llama sobre círculo (PICTOGRAMA ),Bomba explotando (PICTOGRAMA ),Cilindro de gas (PICTOGRAMA )
,2025-10-21 00:00:00,KAO-QB00062,QUARTAMIN 60,Mezcla,PELIGRO,+34 93 739 9445,"H315, H318, H400, H410","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras  la manipulación. RESPUESTA: Recoger el vertido. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACIÓN:  Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales",,X,,,,X,,,
,2025-11-13 00:00:00,KAO-QB00062,QUARTAMIN 60,Mezcla,PELIGRO,+34 93 739 9445," Provoca irritación cutánea.
Provoca lesiones oculares graves.
Muy tóxico para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCION:  Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras 
la manipulación. RESPUESTA: Recoger el vertido. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En 
caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON 
LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACION:  Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales,
nacionales e internacionales.",,X,,,,X,,,
,2025-11-13 00:00:00,KAO-QB00063,QUARTAMIN 60 S/P (TOTE),Mezcla,PELIGRO,+34 93 739 9445," Provoca irritación cutánea.
Provoca lesiones oculares graves.
Muy tóxico para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCION:  Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo, neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras 
la manipulación. RESPUESTA: Recoger el vertido. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En 
caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON 
LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACION:  Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales,
nacionales e internacionales.",,X,,,,X,,,
,2025-11-13 00:00:00,KAO-QB00064,QUARTAMIN 60W30P,Mezcla,PELIGRO,+34 93 739 9445," Provoca irritación cutánea.
Provoca lesiones oculares graves.
Muy tóxico para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,neopreno. Llevar gafas o máscara de protección: Recomendado: gafas anti_x0002_salpicaduras. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras 
la manipulación. RESPUESTA: Recoger el vertido. Quitar las prendas contaminadas y lavarlas antes de volver a 
usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En 
caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON 
LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes 
de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un 
CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACION:  Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales,
nacionales e internacionales.",,X,,,,X,,,
,2025-10-28 00:00:00,KAO-QB00065,QUARTAMIN AB,Mezcla,PELIGRO,+34 93 739 9445," Provoca irritación cutánea.
Provoca lesiones oculares graves.
Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas. (tracto gastrointestinal)
Muy tóxico para los organismos acuáticos.
Tóxico para los organismos acuáticos, con efectos nocivos duraderos","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): caucho nitrílico. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , gafas de seguridad con protección lateral. Evitar su liberación al medio ambiente. No respirar el polvo. Lavarse concienzudamente tras la manipulación. RESPUESTA: Recoger el vertido.Consultar a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico.EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando.Llamar inmediatamente a un CENTRO DE INFORMACION TOXICOLOGICA o a un médico. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",,X,X,,,X,,,
,2025-10-21 00:00:00,KAO-QB00066,QUARTAMIN B18,No Aplica,PELIGRO,+34 93 739 9445,"H226, H302, H312, H314, H318","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , máscara. Llevar prendas de protección: Recomendado: traje protector resistente a los químicos.Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación,de iluminación y todos los equipos de manipulación de materiales antideflagrantes.Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ALMACENAMIENTO: Guardar cerrado. Almacenar en un lugar ventilado. Mantener en un lugar fresco. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,,,X,,,,
,2025-11-13 00:00:00,KAO-QB00067,QUARTAMIN D081 S/P,Mezcla,PELIGRO,+34 93 739 9445,"H226, H302, H312, H314, H318, H400","PREVENCIÓN: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , máscara. Llevar prendas de protección: Recomendado: traje protector resistente a los químicos.Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación,de iluminación y todos los equipos de manipulación de materiales antideflagrantes.Utilizar únicamente herramientas que no produzcan chispas. Tomar medidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. RESPUESTA: EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Llamar a un centro de información toxicológica o a un médico en caso de malestar. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ALMACENAMIENTO: Guardar cerrado. Almacenar en un lugar ventilado. Mantener en un lugar fresco. ELIMINACIÓN: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",X,X,,,X,X,,,
,2025-11-13 00:00:00,KAO-QB00069,QUARTAMIN D86P,Mezcla,PELIGRO,+34 93 739 9445,"Sólido inflamable. Provoca quemaduras graves en la piel y lesiones oculares graves. Muy tóxico para los organismos acuáticos, con efectos nocivos duraderos.","PREVENCIÓN: Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico, Viton®, neopreno. Usar protección para los ojos o la cara: Recomendado: lentes anti_x0002_salpicaduras. Usar ropa protectora: Recomendado: Traje de protección. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de  ignición. No fumar. Lavarse cuidadosamente las manos después de la manipulación. INTERVENCIÓN: EN CASO DE INHALACIÓN: Transportar la víctima al aire libre y mantenerla en reposo en una posición que le facilite la respiración. Llamar inmediatamente a un CENTRO DE CONTROL DE ENVENENAMIENTO o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un CENTRO DE CONTROL DE ENVENENAMIENTO o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Lavar la ropa contaminada antes de volverla a usar. Llamar inmediatamente a un CENTRO DE CONTROL DE ENVENENAMIENTO o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Enjuagar con agua cuidadosamente durante varios minutos. Quitar las lentes de contacto, cuando estén presentes y pueda hacerse con facilidad. Proseguir con el lavado. Llamar inmediatamente a un CENTRO DE CONTROL DE ENVENENAMIENTO o a un médico. ALMACENAMIENTO: Guardar bajo llave. ELIMINACIÓN:  Eliminar el contenido y recipiente conforme a todas las reglamentaciones locales, regionales, nacionales e internacionales",,X,,,X,X,,,
,2025-10-14 00:00:00,IFF-QB00059,QUIM 1074 FS BLUE,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261,P280, P302 + P352, P305 + P351 + P338,  P308 +P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00060,QUIM 1075 FSE F,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H361","P261, P264, P280, P302 + P352, P308 + P313, P333 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00061,QUIM 1147 FS,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313,  P333 + P313, P337 + P313 , P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00158,QUIM 1300 PASION FRUIT,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H361","P210, P261, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378 ",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00261,QUIM BLUE 629,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H319, H361, H411","P201,P202,P261,P264,P272,P273,P280,P302,P305+P351+P338, P308+P3013, P333+P303, P337 + P313, P362 + P364, P391, P405, P501",X,,X,,,X,,,
,2025-10-16 00:00:00,IFF-QB00262,QUIM HIDRA 759,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
SOLICITAR HDS IFF,PENDIENTE,IFF-QB00263,QUIM SH MOD,Mezcla,PELIGRO,01 800 002 1400,"H227, H303, H304, H315, H317, H319, H361, H400, H361","P201, P202, P210, P261, P264, ,, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, , P370 + P378, P391, P403 + P235, P405, P501",g,1,h,1,,,,,
,2025-10-14 00:00:00,IFF-QB00160,RAINY WASH 530,MEZCLA,ATENCION,01 800 002 1400,"H227, H315, H317, H361","P210, P261, P280, P302 + P352, P308 + P313,  P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-21 00:00:00,ASH-QB00041,RAPITIX A-100 S/P,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
SOLICITAR HDS ACTUALIZADA MERCK,PENDIENTE,VAR-QB00133,REPELENTE PARA INSECTOS,52304-36-6,ATENCION,01 800 002 1400,H319,P305 + P351 + P338,X,,,,,,,,
,2025-11-13 00:00:00,VAR-QB00192,RESINA SUPER STYLE 30H,25035-69-2,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00056,RESULOOK S/P,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00264,REVIVAL 006 A NATTURA,MEZCLA,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313,  P333 + P313, P337 + P313 , P370 + P378",x,,x,,,,,,
,2025-10-17 00:00:00,IFF-QB00321,RIVOLI 912 M2,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H351, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-21 00:00:00,ASH-QB00079,ROSALISS,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00266,ROSETA 70,MEZCLA,ATENCION,01 800 002 1400," H315, H317, H319, H361","P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00029,RUPERT 933 S/P,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-23 00:00:00,VAR-QB00134,SALICILATO DE METILO,119-36-8,ATENCION,01 800 002 1400,H302,"P264, P270, P301, P312,  P330, P501, P301",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00106,SANDALWOOD 019,Mezcla,ATENCION,01 800 002 1400,"H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-21 00:00:00,LUB-QB00058,SCHERCEMOL 318 S/P,68171-33-5,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00060,SCHERCEMOL IDO,59231-34-4,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00061,SCHERCEMOL NGDO,28510-23-8,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00268,SEA BREEZE,MEZCLA,ATENCION,01 800 002 1400,"H226, H227, H315, H316, H317, H319, H411","P210, P233,, P240, P241, P242, P261, P264, P272, P273, P280, P302 + P352, P303 + P361 + P353, P305 + P351 + P338, P337 + P313, P370 + P378, P403 + P235, P501",X,,,,X,X,,,
,2025-10-14 00:00:00,IFF-QB00030,SEA FRESH 652,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313,  P333 + P313, P337 + P313 , P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00031,SEA FRESH 704,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319,H351, H361","P210, P261, P280, P302 + P352,  P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00032,SEA FRESH 820 MARINE 667-W,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H361","P210, P261, P280, P302 + P352,  P305 + P351 + P338, P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00163,SENSE OF NATURE,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313,  P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-21 00:00:00,ASH-QB00075,SENSIDIN PURE,Mezcla,ATENCION,1-800-274-5263,"H303, H317, H319","P101, P102, P103, P264, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P362 + P364",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00068,SENSIVA SC 83,Mezcla,ATENCION,1-800-274-5263,H319,"P264, P280, P305 + P351 + P338",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00054,SENSIVA SC50 (TOCPHEROL),70445-33-9,PELIGRO,1-800-274-5263,"H303, H318, H332","P101, P102, P103, P261, P271, P280, P304 + P340 + P312, P305 + P351 + P338 + P310, P312",X,X,,,,,,,
,2025-10-21 00:00:00,LUB-QB00064,SENSOMER 10M POLYQUATERNIUM 10,No Aplicable,ATENCION,01 800 002 1400,"H315, H319","P264, P280, P305 + P351 + P338, P337+P313, P302+P352, P332+P313, P321, P362",X,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00107,SENSUAL BREEZE 873,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00033,SER 1002 PINO,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,X,,,,
SOLICITAR HDS IFF,PENDIENTE,IFF-QB00302,SER 1011 LAVANDA,Mezcla,-,-,-,-,1,1,1,1,,,,,
,2025-10-14 00:00:00,IFF-QB00164,SER 1013 (SHAMPOO FLORAL FRUTAL),Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352,  P305 + P351 + P338, P308 + P313, P331,  P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00269,SER 1050 NSUENO,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, ,, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, , P370 + P378, P391, P403 + P235, P405, P501",X,,X,,,X,,,
,2025-10-14 00:00:00,IFF-QB00214,SER 1054 DETERG. LIQ.,Mezcla,PELIGRO,01 800 002 1400,"H227, H315, H317, H318, H411","P210, P261, P264, P280, P302 + P352, P305 + P354 + P338 + P317, P333 + P317, P370 + P378, P391",X,X,,,,X,,,
,2025-10-14 00:00:00,IFF-QB00165,SER 1057 UVA MORADA,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H361","P210, P261, P280, P302+P352,P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00166,SER 1098 ORQUIDEA JAZMIN,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261,  P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00167,SER 1100 GRAPEFRUIT,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261,  P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00168,SER 1104 AGUACATE,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261,  P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00170,SER 1110 PERA,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338,  P308 + P313, P333 + P313, P337 + P313 , P370 + P378",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00171,SER 1114 TORONJA,Mezcla,PELIGRO,01 800 002 1400,"H226, H304, H315 H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P308 + P313, P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,X,,,,
,2025-10-23 00:00:00,VAR-QB00135,SILICON 1000,63148-62-9,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00066,SILSENSE BIO5 S/P,Mezcla,PELIGRO,01 800 002 1400,"H227, H304,","P210, P280, P301 + P310,P331, P370 + P378, P403, P405, P501",,,X,,,,,,
,2025-10-21 00:00:00,LUB-QB00067,SILSENSE DW-18,No Aplicable,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,LUB-QB00068,SILSENSE TM COPOLYOL-1 SILICONE,Mezcla,ATENCION,01 800 002 1400,H316,P332 + P313,,X,,,,,,,
,2025-10-17 00:00:00,IFF-QB00270,SIMPLE POSSION 383,Mezcla,ATENCION,01 800 002 1400,H317,"P280, P302 + P352",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00062,SIMPLY BLUE 607,Mezcla,ATENCION,01 800 002 1400," H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00190,SMT 1047 MOD (KENZO FLOWER),Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00034,SO FRESH,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H351, H361, H373","P210, P260, P280, P302 + P352, P305 + P351 + P338, P314",X,,X,,,,,,
,2025-10-14 00:00:00,IFF-QB00071,SOFT BABY 611,Mezcla,PELIGRO,01 800 002 1400,"H226, H317, H319, H350, H361","P210, P261, ,, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P370 + P378",X,,X,,X,,,,
SOLICITAR HDS IFF,PENDIENTE,IFF-QB00272,SOFT BLUE M 68,-,-,-,-,-,1,1,1,1,,,,,
,2025-10-16 00:00:00,IFF-QB00273,SOFT LILY,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H318, H400, H411","P210, P261, P264, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P331, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",X,X,X,,,X,,,
,2025-10-14 00:00:00,IFF-QB00199,SOFTENER ELEGANT 957 MOD,Mezcla,ATENCION,01 800 002 1400," H315, H317, H319, H361","P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313,  P337 + P313",X,,X,,,,,,
,2025-10-24 00:00:00,VAR-QB00166,SORBATO DE POTASIO S/P,24634-61-5,ATENCION,01 800 002 1400,H319,"P264, P280, P305+P351+P338, P337+P313",X,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00043,SOREZ 100,Sustancia,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00044,SOREZ H5205,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-17 00:00:00,IFF-QB00193,SOY TU HOMBRE 070,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H361","P210, P261, P280, P302 + P352,  P308 + P313,  P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00203,SPARK FRESH 317,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319","P280, P302 + P352, P305 + P351 + P338",X,,,,,,,,
,2025-10-14 00:00:00,IFF-QB00204,SPARK PETAL 318 MICROCAPSULAS,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H318, H361","P261, P280, P302 + P352, P305 + P351 + P310, P308 + P313, P333 + P313",X,X,X,,,,,,
,2025-10-16 00:00:00,IFF-QB00108,SPICY AMBER 973,Mezcla,ATENCION,01 800 002 1400,"H317, H319","P261, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313",X,,,,,,,,
,2025-10-16 00:00:00,IFF-QB00109,SPICY LOVE 456,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H411","P210, P261, P264, P272, P273, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P370 + P378, P391, P403 + P235, P501",X,,,,,X,,,
,2025-10-16 00:00:00,IFF-QB00194,SPORTIVO 971,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00275,SPORTIVO MEN 2023,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352, P305 + P351 + P338",X,,X,,,,,,
,2025-10-17 00:00:00,IFF-QB00215,SPRING BREAK 290,Mezcla,ATENCION,01 800 002 1400,"H226, H304, H315, H317, H319, H361","P210, P261, P280, P301 + P310, P302 + P352,P305 + P351 + P338, P308 + P313,  P331, P333 + P313, P337 + P313, P370 + P378",X,,X,,,,X,,
,2025-10-16 00:00:00,IFF-QB00216,SPRING TIME 289,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H361","P210, P261, ,, P280, P302 + P352, P308 + P313, P333 + P313, P370 + P378",X,,X,,,,,,
,2025-10-28 00:00:00,ASH-QB00063,STYLEZE CC-10,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00086,STYLEZE ES-FORZA,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-28 00:00:00,ASH-QB00073,STYLIZE W-17,Mezcla ,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
,2025-10-21 00:00:00,ASH-QB00045,STYLIZE W20,Mezcla,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,,,,,,,,,
