Codigo interno,CODIGO VARIANTE,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos,Pictogram 1,Pictogram 2,Pictogram 3,Pictogram 4
VAR-QB00014,Q0302006,ALCOHOL CETILICO S/P,36653-82-4,No Aplicable,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1
IFF-QB00114,P0303013,SWEET LOVE 591,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P302 + P352, P333 + P313, P362 + P364, P391, P501",g,h,1,1
IFF-QB00111,P0303012,STUNNING 507,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273,
P280, P302 + P352, 
P305 + P351 + P338, P333 + P313,
P337 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P501
",G,I,1,1
IFF-QB00222,P1101056,BERRY BLOSSOM S/P, - , - , -  , - , - ,1,1,1,1
VAR-QB00081,Q0309010,ESPESANTE D150 S/P, - , - , - , - , - ,g,1,1,1
KAO-QB00070,Q0201007,TETRANYL AT7590,No Aplicable,PELIGRO,+34 93 739 9445,Líquido y vapores muy inflamables.,"Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico ,
neopreno. Usar protección para los ojos o la cara: Recomendado: lentes antisalpicaduras. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de ignición. No fumar. Todos los equipos eléctricos, de ventilación, de iluminación y para la manipulación de materiales deben ser antideflagrantes. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Almacenar en un lugar bien ventilado. Mantener fresco. Eliminar el contenido y recipiente conforme a todas las  glamentaciones locales, regionales, nacionales e internacionales.",b,1,1,1
IFF-QB00029,F0102004,RUPERT 933 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1
LUB-QB00005,Q0408025,ARGIRELINA S/P,-,-,-,-,,1,1,1,1
IFF-QB00291,P0311028,WILD CITRONELLA 815 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",G,I,1,1
VAR-QB00066,Q0310027,COLOR VIOLETA MARTACYL S4BN 215% S/P, - , - , - , - , - ,1,1,1,1
IFF-QB00085,P0311029,CLASSIC FLORAL 535 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,H,1,1
VAR-QB00145,Q0312005,TWEN 80 S/P,9005-64-5,No Aplicable,01 800 00 21400  / 01 (55) 55 59 15 88,No Aplicable,No Aplicable,1,1,1,1
,F0102007,KIWI 094 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,H,1,1
IFF-QB00283,P1101029,VAINILLA CITRICO S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,H,1,1
VAR-QB00047,Q0310031,COLOR AMARILLO BASICO PARA CLORO S/P, - , - , - , - , - ,1,1,1,1
IFF-QB00002,F0102005,CHERRY BERRY,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00226,P1101058,BLUE MOMENT 759,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00140,P0602007,DRIZZLE 691 S/P,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P331,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,I,H,1
LUB-QB00003,Q0408028,ALGAPUR HSHO S/P,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
,Q0408020,CHEMONIC OE-20,No Aplicable,No Aplicable,216-447-5000,No Aplicable,No Aplicable,1,1,1,1
,Q0404017,WONDERFUL LADY 195 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
VAR-QB00109,Q0304002,LESS QB,No Aplicable,PELIGRO,+34 93 739 9445,Provoca lesiones oculares graves. Provoca irritación cutánea.,"Llevar guantes de protección. Llevar gafas o máscara de protección. Lavarse las manos concienzudamente tras la manipulación. EN CASO DE CONTACTO CON LA PIEL: Lavar con agua y jabón abundantes. Quitar las prendas contaminadas y lavarlas antes de volver a usarlas. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. ",e,1,1,1
IFF-QB00255,P1101064,MINT BOSS 64,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00218,P1101065,ARGAN MANDARINA SOFT 195,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00266,P1101061,ROSETA 70,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
,Q0310026,COLOR CAFÉ ACIDO 14 S/P, - , - , - , - , - ,1,1,1,1
IFF-QB00195,P0104025,TH NINA 245 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00176,P0104023,AMOR CON J 496 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00181,P0104024,BUENA NINA 979 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00183,P0104026,CANAL AZUL 921 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00245,P1101062,GLAMOUR 50,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00015,F0102008,GINGER ESSENCE 357 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
VAR-QB00084,Q0318027,EXTRACTO DE CNS REDUCEL S/P, - , - , - , - , - ,1,1,1,1
VAR-QB00046,Q0310015,COLOR AMARILLO AL ACEITE, - , - , - , - , - ,1,1,1,1
VAR-QB00059,Q0310011,COLOR ROJO AL ACEITE, - , - , - , - , - ,1,1,1,1
IFF-QB00259,P1101046,PASION FLORAL 821 S/P,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
,Q0310002,COLOR NEGRO BRAXIME NNX S/P, - , - , - , - , - ,1,1,1,1
IFF-QB00220,P1101055,BAMBOO SENSE 2150 S/P,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",G,I,H,1
ASH-QB00009,Q0820004,CONDITIONIZE 37E,No Aplicable,1-800-274-5263,No Aplicable,No Aplicable,1,1,1,1,
IFF-QB00193,P0104028,SOY TU HOMBRE,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00188,P0104027,HOMBRE MILLON ,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00027,F0101005,NEVERLAND 700,,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00017,F0101004,JAZMIN GREEN 263,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313 , P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
,Q0408023,OILKEMIA 55 S/P, - , - , - , - , - ,1,1,1,1
VAR-QB00089,Q0318043,EXTRACTO DE SEMILLA DE TORONJA (GRADO ACUOSO INGERIBLE), - , - , - , - , - ,1,1,1,1
,F01010009,JASMIN STRAWBERRY,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00006,F0101007,CITRUS SPARKLE 831 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",G,I,1,1
,F0101006,CITRUS HERBAL 615 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",G,I,1,1
,F0101008,PURPLE SKY 990 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P312,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,I,1,1
VAR-QB00061,Q0310018,COLOR ROJO NO. 6 GEL, - , - , - , - , - ,1,1,1,1
ASH-QB00036,Q0817010,P.V.P. K 30, - , - , - , - , - ,1,1,1,1
IFF-QB00203,P0701005,SPARK FRESH 317,,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
IFF-QB00202,P0701004,LUXEL 149,,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",G,1,1,1
VAR-QB00045,Q0301012,COLOR AMARILLO AL ACEITE SOLVENTE S/P, - , - , - , - , - ,1,1,1,1
IFF-QB00277,P1101069,SUN FLOWERS 1322 S/P, - , - , -  , - , - ,G,1,1,1
IFF-QB00271,P1101067,SMOOTH BABY 1566 S/P, - , - , -  , - , - ,G,1,1,1
IFF-QB00274,P1101068,SPARKLING CITRUS 355,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00278,P1101070,SUNSHINE FLOWERS 324,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
,P1101066,MAX ELEGANCY 9021,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00127,P0501030,BABY HYPO 168,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00132,P0501033,CHAMP DE LAVAND 897,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00135,P0501032,COCONUT AND ALOE 813 S/P,Mezcla,ATENCION,01 800 002 1400,"H227, H303, H315, H317, H361, H400, H411"," P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P312, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501.",H,G,I,1
VAR-QB00050,Q0310016,COLOR AZUL AL ACEITE (ACEITE MOPS), - , - , - , - , - ,1,1,1,1
KAO-QB00059,Q0201021,KAOSOFT HW TAMBOR,No Aplicable,PELIGRO,+34 93 739 9445,Líquido y vapores muy inflamables.,"Usar guantes de protección: > 8 horas (tiempo de saturación): caucho butílico ,
neopreno. Usar protección para los ojos o la cara: Recomendado: lentes antisalpicaduras. Mantener alejado del calor, superficies calientes, chispas, llamas abiertas y otras fuentes de ignición. No fumar. Todos los equipos eléctricos, de ventilación, de iluminación y para la manipulación de materiales deben ser antideflagrantes. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente toda la ropa contaminada. Lavar la piel con agua o tomar una ducha. Almacenar en un lugar bien ventilado. Mantener fresco. Eliminar el contenido y recipiente conforme a todas las  glamentaciones locales, regionales, nacionales e internacionales.",b,1,1,1
,Q0313012,COLOR CAFÉ 95, - , - , - , - , - ,1,1,1,1
IFF-QB00196,P0101011,VICTORY 225,,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",G,I,1,1
VAR-QB00115,Q0308014,MIT QB(CONSERVADOR LIBRE DE FORMOL) S/P,Mezcla,ATENCION,01 800 002 1400,,,1,1,1,1
IFF-QB00187,P0101012,GHOST 081,,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",G,I,1,1
IFF-QB00150,P0501029,JUNGLE MELON 836,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00112,P1001005,SUMMER SUNSET 066,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00149,P0501031,JUICY FRESH CITRUS 120,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00231,P1101060,POTPURRI FRUIT 755,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00270,P1101072,SIMPLE POSSION 383,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00248,P1101073,GREEN WATER 8225,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
VAR-QB00058,Q0310024,"COLOR ROJO ACIDO 52 (ROSA) (LIMPIADORES, QUITA SARRO)", - , - , - , - , - ,1,1,1,1
IFF-QB00179,P0101010,BLACK FLORAL 842,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00121,P1001003,WATERY TIMBRE 939 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,
H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313,  337 + P313,  P362 + P364, P391, P501",G,I,1,1
IFF-QB00105,P1001002,PINK LADY 819 S/P,MEZCLA,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
VAR-QB00143,Q0601001,TRANSCUTOL HP,111-90-0,No Aplicable,NO,No Aplicable,No Aplicable,1,1,1,1
ASH-QB00041,Q0812010,RAPITHIX A-100 S/P, - , -, -, -, -,1,1,1,1
LUB-QB00004,Q0401024,ARBALON R-50 CELLULOSE LIQ, - , -, -, -, -,1,1,1,1
IFF-QB00107,P1001004,SENSUAL BREEZE 873 S/P,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,
H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313,  337 + P313,  P362 + P364, P391, P501",G,I,1,1
IFF-QB00147,P0501001,GINGER TOUCH 917 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1
IFF-QB00048,P0401030,FLORAL CREAMY 275 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H361
H400, H411","P201, P202, P210, P261, P264,
P272, P273, P280, P302 + P352,
P305 + P351 + P338, P312,
P333 + P313, P337 + P313
P362 + P364, P370 + P378, P391
P403 + P235, P405, P501",G,I,H,1
,Q0806001 ,EUXYL PE 9010, - , -, -, -, -,1,1,1,1
IFF-QB00134,P0501005,CLEAN SCENT 655 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317
H401, H412
","P210, P261, P272, P273, P280
P302 + P352, P333 + P313
P362 + P364, P370 + P378
P403 + P235, P501",G,1,1,1
IFF-QB00035,F0101010,WOOD WICK 122,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317
H401, H412
","P210, P261, P272, P273, P280
P302 + P352, P333 + P313
P362 + P364, P370 + P378
P403 + P235, P501",G,1,1,1
LUB-QB00049,Q0408022,NOVETHIX HC 200,No Aplicable,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea.,P332+P313: En caso de irritación cutánea: Consultar a un médico.,1,1,1,1
VAR-QB00010,Q0303002,ACIDO OLEICO QB S/P,-,SIN PALABRA,+34 93 739 9445,No Aplicable,No Aplicable,1,1,1,1
IFF-QB00235,P1101074,CITRIC LEMON FRESH,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00243,P1101075,FOUGERE GREEN 3020 S/P,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
,P0303007,EASY ADDICTION 186 S/P,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00275,P1101076,SPORTIVO MEN 2023,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00221,P1101077,BELLE FEMME 6040,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
IFF-QB00241,P1101078,FEMME ROUSE 7525,,ATENCION,"1 800 002 14CH227, H316",,"P210, P261, FG",G,1,1,1
,P0401008,GREEN TUBEROSE 432,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
KAO-QB00032,Q0203009,DANOX HC30, - , -, -, -, -,1,1,1,1
VAR-QB00159,Q0301013,SORBATO DE POTASIO, - , -, -, -, -,1,1,1,1
IFF-QB00267,P1101036,SB CHERRY,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",G,I,1,1
LUB-QB00066,Q0401026,SILSENSE BIO5 S/P,8042-47-5 / 79-10-7,ATENCION,216-447-5000,H316: Provoca una leve irritación cutánea,P332+P313: En caso de irritación cutánea: Consultar a un médico,1,1,1,1
IFF-QB00138,P0601014,DEATH BY CHOCOLATE S/P,Mezcla, - , - , - , - ,1,1,1,1
IFF-QB00141,P0601016,ELDEBERRY S/P,Mezcla, - , - , - , - ,1,1,1,1
IFF-QB00145,P0601018,FROSTED WHITE CITRON S/P,Mezcla,ATENCION,1 800 002 1400,"H303, H315, H317,
H319, H351, H411","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",G,H,1,1
IFF-QB00148,P0601020,INDULGENT TOUCH 268,,ATENCION,"1 800 002 14CH303, H315    P201, P202",,,1,i,h,e
IFF-QB00154,P0601022,MUSK 377,,ATENCION,"1 800 002 14CH303, H315    P201, P202",,,1,i,h,e
IFF-QB00057,P0404016,MAJESTIC BLUE 935,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H 315, H317, H319, H361, H411, ","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",G,I,H,1
IFF-QB00058,P0401032,PURPLE MYSTERY S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501
",G,I,1,1
IFF-QB00070,P0401031,SUNSENSATION S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391 P403 + P235, P501",G,I,1,1
IFF-QB00157,P0601015,PINEAPPLE PARADISE S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391 P403 + P235, P501",G,I,1,1
IFF-QB00028,F0102010,PRECIOUS CARE 828 S/P,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H410","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P333 + P313,  P337 + P313, P362 + P364,  P370 + P378, P391, P403 + P235, P501 ",G,1,1,1
KAO-QB00027,Q0202009,TETRANYL L9-90E,"157905-74-3, 64-17-5",ATENCION,+34 93 739 9445,Líquidos y vapores inflamables.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo , neopreno. Llevar gafas o máscara de protección: Recomendado: gafas antisalpicaduras. Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación, de iluminación y todos los equipos de manipulación de materiales  ntideflagrantes. Utilizar únicamente herramientas que no produzcan chispas. Tomar  edidas de precaución contra descargas electrostáticas. Mantener el recipiente herméticamente cerrado. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Almacenar en un lugar bien ventilado. Mantener en lugar fresco. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",b,1,1,1
LUB-QB00056,Q0408030,RESULOOK S/P, - , -, -, -, -,1,1,1,1
IFF-QB00239,P1101079,DOW YELLOW,,ATENCION,"1 800 002 14CH303, H315    P201, P202",,,I,1,1,1
IFF-QB00216,P1301001,SPRING TIME 289,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,I,1
IFF-QB00215,P1301002,SPRING BREAK 290,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,I,1
IFF-QB00212,P1301003,PREMIUM FABRIC 701,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",B,G,I,1
VAR-QB00124,Q0312007,NS MICELLAR HYALURONIC, - , -, -, -, -,1,1,1,1
KAO-QB00024,Q0206003,AMIET 515,"61791-14-8, 70592-80-2, 61790-85-0",PELIGRO,+34 93 739 9445,Nocivo en caso de ingestión. Provoca quemaduras graves en la piel y lesiones oculares graves. Provoca daños en los órganos tras exposiciones prolongadas o repetidas.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , gafas de seguridad con protección lateral. Llevar prendas de protección:  ecomendado: Traje de protección , bata de laboratorio. No respirar los vapores. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. Consultar a un médico en caso de malestar. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",e,h,g,1
,Q0204004,DIAMIET 503,"61791-14-8, 70592-80-2, 61790-85-0",PELIGRO,+34 93 739 9445,Nocivo en caso de ingestión. Provoca quemaduras graves en la piel y lesiones oculares graves. Provoca daños en los órganos tras exposiciones prolongadas o repetidas.,"Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo. Llevar gafas o máscara de protección: Recomendado: gafas anti-salpicaduras , gafas de seguridad con protección lateral. Llevar prendas de protección:  ecomendado: Traje de protección , bata de laboratorio. No respirar los vapores. No comer, beber ni fumar durante su utilización. Lavarse las manos concienzudamente tras la manipulación. Consultar a un médico en caso de malestar. EN CASO DE INHALACIÓN: Transportar a la persona al aire libre y mantenerla en una posición que le facilite la respiración. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE INGESTIÓN: Llamar inmediatamente a un centro de información toxicológica o a un médico. Enjuagarse la boca. NO provocar el vómito. EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Aclararse la piel con agua o ducharse. Lavar las prendas contaminadas antes de volver a usarlas. Llamar inmediatamente a un centro de información toxicológica o a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Llamar inmediatamente a un centro de información toxicológica o a un médico. Guardar cerrado. Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",e,h,g,1
