Codigo interno,Chemical Name,CAS Number,Signal Word,Emergencia,H-Statements,Consejos (Frases P),Source_File,Exclamación,Corrosión,Peligro para la salud,Calavera,Llama,Ambiente,Llama sobre círculo,Bomba explotando,Cilindro de gas
KAO-QB00079,TETRANYL L17-90E,Mezcla,ATENCION,+34 93 739 9445,"H226, H315, H319, H412","PREVENCION: Llevar guantes de protección: > 8 horas (tiempo de detección): goma de butilo,neopreno. Llevar prendas de protección: Recomendado: traje de protección desechable.Llevar gafas o máscara de protección: Recomendado: Gafas anti-salpicaduras..Mantener alejado del calor, de superficies calientes, de chispas, de llamas abiertas y de cualquier otra fuente de ignición. No fumar. Utilizar un material eléctrico, de ventilación o de iluminación a prueba de explosiones. No utilizar herramientas que produzcan chispas. Tomar medidas de precaución contra las descargas electrostáticas. Mantener el recipiente herméticamente cerrado. Evitar su liberación al medio ambiente. Lavarse concienzudamente tras la manipulación. RESPUESTA: EN CASO DE CONTACTO CON LA PIEL (o el pelo): Quitar inmediatamente todas las prendas contaminadas. Enjuagar la piel con agua. EN CASO DE CONTACTO CON LA PIEL: Lavar con abundante agua. En caso de irritación cutánea: Consultar a un médico. EN CASO DE CONTACTO CON LOS OJOS: Aclarar cuidadosamente con agua durante varios minutos. Quitar las lentes de contacto, si lleva y resulta fácil. Seguir aclarando. Si persiste la irritación ocular: Consultar a un médico. ALMACENAMIENTO:  Almacenar en un lugar bien ventilado. Mantener en lugar fresco. ELIMINACION: Eliminar el contenido y el recipiente de acuerdo con las normativas locales, regionales, nacionales e internacionales.",Master,X,X,,,,,,,
IFF-QB00195,TH NINA 245,Mezcla,PELIGRO,01 800 002 1400,"H315, H317, H318","P280, P302 + P352, P305 + P351 + P338",Master,X,X,,,,,,,
IFF-QB00117,TROPIC ICE M1210,Mezcla,ATENCION,01 800 002 1400,"H317, H361","P261, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364",Master,X,,X,,,,,,
VAR-QB00145,TWEEN 80 S/p,9005-65-6,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,Master,,,,,,,,,
IFF-QB00119,UVA AIR 814,Mezcla,-,-,-,-,Master,1,1,1,1,,,,,
IFF-QB00284,VCA FIESTA 4325,Mezcla,PELIGRO,01 800 002 1400,"H227, H304, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P331, P333 + P313, P337 + P313, P370 + P378, P391, P403 + P235, P405, P501",Master,X,,X,,,X,,,
IFF-QB00120,VELAQUIM 4 CANELA FV,Mezcla,ATENCION,01 800 002 1400,"H227, H317, H319, H361","P210, P261, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313,  P337 + P313, P370 + P378",Master,X,,X,,,,,,
VAR-QB00179,VISCOSOL QB280,Mezcla,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,Master,,,,,,,,,
ASH-QB00050,VITAL ET S/P,Mezcla,ATENCION,1-800-274-5263,H303 + P313,P312,Master,X,,,,,,,,
ASH-QB00051,VITS PRIMASPONGES BLUE SS MICROESFERA,57455-37-5,No Aplicable,01 800 002 1400,No Aplicable,No Aplicable,Master,,,,,,,,,
VAR-QB00149,V-TONIC S/P,"90063-97-1, 84929-31-7, 84696-07-1, 91722-69-9, 89997-74-0
",PELIGRO,01 800 002 1400,"H304, H315, H319, H411","P264, P280, P301+P310+P331, P321, P337+P313, P391",Master,X,X,,,,X,,,
IFF-QB00288,WAIKIKI 204,Mezcla,ATENCION,01 800 002 1400,"H302, H317","P280, P301 + P310, P302 + P352",Master,X,,,,,,,,
IFF-QB00172,WASH OUT 560 S/P,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H319, H361","P210, P280, P302 + P352",Master,X,,X,,,,,,
IFF-QB00121,WATERY TIMBRE 939,Mezcla,ATENCION,01 800 002 1400,"H227, H315, H317, H351","P210, P280, P302 + P352",Master,X,,X,,,,,,
IFF-QB00291,WILD CITRONELLA 815,Mezcla,ATENCION,01 800 002 1400,"H317, H319","P261, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313",Master,X,,,,,,,,
IFF-QB00069,WONDERFUL LADY 195,Mezcla,ATENCION,01 800 002 1400,"H315, H317, H319, H361","P280, P302 + P352, P305 + P351 + P338",Master,X,,X,,,,,,
ASH-QB00052,X TEND 226 S/P,94-47-3,ATENCION,1-800-274-5263,H303,P312,Master,X,,,,,,,,
IFF-QB00007,DSM 1024 LAVANDA,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411
","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501

",Warehouse1,X,,,,,X,,,
IFF-QB00133,CITRUS SPLASH 690 ,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302+P352, P305+P351+P338, P333+P313, P337+P313, P362+P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00008,DSM 1034 MAR FRESCO,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315,
H317, H319, H400,
H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313 P362 + P364, P370 + P378, P391 P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00009,DSM 1068 (EUCALIPTO),Mezcla,PELIGRO,1 800 002 1400,"H226, H302, H304,
H315, H317, H319,
H371, H410","P210, P233, P240, P241, P242, P243, P260, P264, P270, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P308 + P311, P331, P333 + P313,  337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,X,X,,,
,DSM 1023 LIMON,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00044,DSM 1007 TERSO BEBE,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00045,DSM 1020 EXIT PRADE ,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H411.","P210, P261, P264, P272, P273, P280, P302+P252, P305+P351+P338, P333+P313, P362+P364, P370+P378, P391, P403+P235, P501.",Warehouse1,X,,,,,X,,,
,MAGIC SUN,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00201,LITTLE BABY CAP 420,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313,   337 + P313,  P362 + P364, P391,  P501",Warehouse1,X,,,,,X,,,
IFF-QB00040,CATERPILLAR 054,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317 H361, H410","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,,,,
IFF-QB00055,HAPPY 360,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H410","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00038,BLUE SKY 270,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H 315, H317, H319, H361, H411, ","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
,DSM 1017 (CARRO NUEVO) ,Mezcla, - , - , - , - ,Warehouse1,,X,X,,,X,,,
,DSM 1039 MENTA ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00073,BAMBOO BOO 664,Mezcla,PELIGRO,1 800 002 1400,"H227, H303, H304, H315, H317, H319,  H361, H400, H411","P201, P202, P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P312, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, 391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
,DSM 1037 (PALMOLIVE),Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00207,DSM 1063 (ACE),Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319, H361, H410
","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313 P333 + P313, P337 + P313 P362 + P364, P391, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00290,DSM 1082 FAB PASION FRUTAL,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H411","P261, P272, P273, P280 P302 + P352, P333 + P313 P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00173,FF-SMT 1023 MEN,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,X,,,X,,,
,SUSPIRO 991 ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00182,CALVAN 1-150 ,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P331, P333 + P313,  P362 + P364, P370 + P378, P391, P403 + P235, P405, P501
",Warehouse1,X,,X,,,X,,,
IFF-QB00180,BOSS 3023 (ACQUA DI GIO) ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00189,FF SMT 1059 KA,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,  H361, H410","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P308 + P313, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00185,FF SMT1055 DEUPHORIA BLOSS,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00190,FF SMT 1047 DKENZO F.,Mezcla,ATENCION,1 800 002 1400,"H316, H317, H410","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00175,DAMOR DAMOR FFSMT1057,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
,COOL WATER FFSMT1034 ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00192,FFSMT1052  DPACIFIC P.,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00184,CIC 0441 HB,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
,COM 2047 CAROLINA HERRERA MUJER ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00177,FF SMT 1028 HARMANY,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
,L`EAU PAR KENZO FFSMT1018 ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
,HUGO BOSS DAMA,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
,AMARIGE DAMA,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
,CK ONE DAMA,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00194,SPORTIVO 971 ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00191,MEN 500,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00186,FITNESS 248,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
,PERFUME 60 ML ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00021,LEMON 926,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315,
H317, H319, H411","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310,
P303 + P361 + P353,  P305 + P351 + P338, P331,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,X,,,,
IFF-QB00022,LIME 146,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H318, H410","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,X,X,,,X,,,
IFF-QB00023,LIME 223,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315,
H317, H318, H400,
H411","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338 + P310, P331, P333 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P405, P501 ",Warehouse1,X,,X,,,,,,
IFF-QB00014,FRUITY MIX 327,Mezcla,ATENCION,1 800 002 1400,"H303, H315, H317, H319, H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00024,LIMON 990,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315, H317, H319, H411","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353,  P305 + P351 + P338, P331, P333 + P313,  P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,X,,,,
IFF-QB00004,CITRUS BLEND 144 EXPPLOSION FRUTAL,Mezcla,PELIGRO,1 800 002 1400,"H303, H304, H315, H317, H318, H410","P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338 + P310, P312, P331, P333 + P313, P362 + P364, P391, P405, P501",Warehouse1,X,X,X,,,X,,,
IFF-QB00005,CITRUS FRESH 140,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315, H317, H318, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353, P305 + P351 + P338 + P310, P331, P333 + P313, P362 + P364,
P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,X,X,,X,,,,
IFF-QB00026,NARANJA 336,Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315, H317, H319, H410","P210, P233, P240, P241, P242, 243, P261, P264, P272, P273, P280, P301 + P310, P303 + P361 + P353, P305 + P351 + P338, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,X,X,,X,,,,
,SPARK CITRUS 319 ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00003,CITRIC TWIST 592 ,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391 P403 + P235, P501",Warehouse1,X,,X,,,,,,
IFF-QB00018,LAVANDA 347,Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P331,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
,LAVENDER SCORE 854,Mezcla,PELIGRO,1 800 002 1400,"H315, H317, H318, H401, H412","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338 + P310, P333 + P313, P362 + P364, P501",Warehouse1,X,X,,,,,,,
,FRESCURA DE DURAZNO 708 ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00302,SER 1011 (LAVANDA) ,Mezcla, -  , -  , -  , -  ,Warehouse1,,,,,,,,,
IFF-QB00019,LAVENDER SKY 099 MOD,Mezcla,ATENCION,1 800 002 1400,"H227, H303, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P312,  P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,,,,X,,,
IFF-QB00020,LAVENDER TOUCH 830,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,,,,X,,,
IFF-QB00030,SEA FRESH 652,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00032,SEA FRESH 820 (MARINE 667-W),Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00031,SEA FRESH 704,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00033,SER 1002 (PINO),Mezcla,PELIGRO,1 800 002 1400,"H226, H304, H315, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P301 + P310,
P303 + P361 + P353, P305 + P351 + P338, P331, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,X,X,,,
,TROPICAL SPLASH ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00025,MARINE LOVE 818,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H411","P210, P233, P240, P241, P242, P243, P261, P272, P273, P280, P303 + P361 + P353, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,X,,X,,,,
IFF-QB00011,FLORAL 001-E MOD,Mezcla,PELIGRO,1 800 002 1400,"H226, H315, H317,
H318, H361, H410","P201, P202, P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338 + P310, P333 + P313,  P362 + P364, P391, P403 + P235, P405, P501
",Warehouse1,,X,X,,X,X,,,
IFF-QB00012,FLORAL 841,Mezcla,PELIGRO,1 800 002 1400,"H227, H315, H317,
H318, H361, H411","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338 + P310, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,X,X,,,X,,,
IFF-QB00010,FLORAL (PICCOLO 727),Mezcla,ATENCION,1 800 002 1400,"H303, H315, H317,
H319, H351, H411","P201, P202, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P312, P333 + P313, P337 + P313, P362 + P364, P391, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00013,FLORAL P 0830,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H319,
H411","P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313,  337 + P313,  P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
IFF-QB00214,SER 1054 (DETERG. LIQ.),Mezcla,PELIGRO,1 800 002 1400,"H227, H304, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P301 + P310, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364,  P370 + P378, P391, P403 + P235, P405, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00209,MAX FRESCURA 777 ,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H361, H411","P201, P202, P210, P261, P264, P272, P273, P280, P302 + P352, P308 + P313, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P405, P501
",Warehouse1,X,,X,,,X,,,
IFF-QB00116,TE VERDE SMT 1039,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P337 + P313, P362 + P364,  P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00109,SPICY LOVE 456 ,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317, H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
,OCEAN FRESH 862 ,Mezcla,ATENCION,1 800 002 1400,"H226, H315, H317,
H318, H361, H411","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 +P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,X,X,,,
IFF-QB00075,BOSQUE 904-A,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313 , P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
,FOUGERE 009-B ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00091,FOUGERE 087 (DRAKKAR),Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352 P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00092,FOUGERE 959-A (DRAKKAR),Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378,P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00076,BOSS 3117 (NATURAL COCONUT),Mezcla,ATENCION,1 800 002 1400,"H316, H317, H402","P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P501",Warehouse1,X,,X,,,X,,,
IFF-QB00077,BOSS 3156 (TALK),Mezcla,PELIGRO,1 800 002 1400,"H316, H317, H318,
H411","P261, P272, P273, P280, P302 + P352, P305 + P351 + P338 + P310, P333 + P313,
P362 + P364, P391, P501",Warehouse1,X,X,,,,X,,,
IFF-QB00079,CHA 251,Mezcla,ATENCION,1 800 002 1400,"H227, H315, H317,
H319, H411","P210, P261, P264, P272, P273, P280, P302 + P352,  P305 + P351 + P338, P333 + P313,  P337 + P313,  P362 + P364,  P370 + P378, P391, P403 + P235, P501  ",Warehouse1,X,,,,,X,,,
IFF-QB00089,ETERN 0021,Mezcla,ATENCION,1 800 002 1400,"H315, H317, H411","P261, P264, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P391, P501",Warehouse1,X,,,,,X,,,
,RAB 015-K ,Mezcla, - , - , - , - ,Warehouse1,,,,,,,,,
IFF-QB00072,APPLE 930,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501
",Warehouse1,X,,,,,X,,,
IFF-QB00081,CHERRY 697,Mezcla,ATENCION,1 800 002 1400,"H226, H316, H317,
H319, H410","P210, P233, P240, P241, P242, P243, P261, P264, P272, P273, P280, P303 + P361 + P353, P305 + P351 + P338, P333 + P313, P337 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,X,X,,,
IFF-QB00103,PEACH 299 MOD,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
IFF-QB00093,FRESA 80,Mezcla,ATENCION,1 800 002 1400,"H227, H316, H317,
H411","P210, P261, P272, P273, P280, P302 + P352, P333 + P313, P362 + P364, P370 + P378, P391, P403 + P235, P501",Warehouse1,X,,,,,X,,,
